Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,Cluster,Mood
624,0.0426,0.794,248413,0.811,1.07e-06,6,0.101,-8.966,0,0.038,116.047,4.0,0.865,1,Get Lucky - Radio Edit,Daft Punk,4,Happy
625,0.0436,0.805,192623,0.634,0.0,7,0.0579,-7.759,1,0.0535,143.944,4.0,0.76,1,Had A Dream,EMP DASME,4,Happy
632,0.121,0.719,216000,0.66,0.0,2,0.127,-8.22,1,0.0829,119.996,4.0,0.357,1,Kids,Iamsu!,4,Happy
637,0.000839,0.802,334849,0.586,0.0212,5,0.0587,-6.245,1,0.103,128.011,4.0,0.407,1,For Your Love - Club Edit,The Partysquad,4,Happy
639,0.284,0.797,253187,0.508,0.00859,9,0.356,-8.154,0,0.0455,118.032,4.0,0.958,1,Slippin’,Quadron,4,Happy
640,0.00255,0.869,224107,0.426,0.534,7,0.113,-8.187,1,0.202,127.059,4.0,0.457,1,Take You On,Peaches,4,Happy
642,0.0267,0.821,632693,0.793,1.37e-05,6,0.0751,-9.003,0,0.0391,116.009,4.0,0.91,1,Get Lucky - Daft Punk Remix,Daft Punk,4,Happy
644,0.152,0.702,420107,0.504,5.11e-06,9,0.22,-16.794,1,0.342,121.374,4.0,0.794,1,Ride The Rhythm,On The House featuring Marshall Jefferson,4,Happy
648,0.274,0.683,266173,0.776,0.0748,0,0.0885,-7.029,1,0.0754,126.18,4.0,0.667,1,Half Full Glass of Wine,Tame Impala,4,Happy
650,0.00968,0.836,230627,0.817,0.0,7,0.114,-5.672,1,0.0677,112.007,4.0,0.658,1,Wop (Official Version),J. Dash,4,Happy
651,0.0613,0.931,202199,0.415,0.0,7,0.059,-8.491,1,0.293,97.995,4.0,0.614,1,Don’t Drop That Thun Thun,Finatticz,4,Happy
658,0.0216,0.886,217893,0.474,0.0,1,0.088,-8.045,0,0.274,150.068,4.0,0.823,1,Swing,Savage,4,Happy
663,0.00778,0.786,263120,0.604,0.0,6,0.102,-8.372,1,0.0614,140.054,4.0,0.502,1,Bounce It,Juicy J,4,Happy
664,0.00842,0.853,139240,0.578,0.0,10,0.095,-4.897,0,0.2,98.027,4.0,0.566,1,Pu$$y Magnet (feat. Keayshawn),Roach Gigz,4,Happy
667,0.025,0.854,207264,0.46,0.0,10,0.128,-9.71,0,0.14,97.512,4.0,0.492,1,Gas Pedal (feat. IamSu),Sage The Gemini,4,Happy
668,0.436,0.862,198531,0.364,0.0,11,0.0688,-9.727,0,0.137,97.51,4.0,0.766,1,Red Nose,Sage The Gemini,4,Happy
671,0.444,0.654,165432,0.794,0.0,1,0.127,-4.307,1,0.322,96.973,4.0,0.464,1,Strictly 4 My Jeeps,Action Bronson,4,Happy
676,0.003,0.766,227027,0.453,3.49e-05,6,0.0923,-6.651,0,0.067,100.002,4.0,0.346,1,"Hold On, We're Going Home",Drake,4,Happy
677,0.426,0.872,188347,0.541,0.000789,5,0.132,-5.911,1,0.103,95.971,4.0,0.653,1,Living,2 Chainz,4,Happy
687,0.109,0.742,214693,0.77,0.0239,10,0.104,-6.339,0,0.0514,96.988,4.0,0.687,1,Northern Lights,Kate Boy,4,Happy
691,0.00469,0.712,252313,0.865,0.0412,1,0.121,-6.411,1,0.083,113.015,4.0,0.831,1,The Way We Are,Kate Boy,4,Happy
699,0.0215,0.825,199973,0.489,0.0,11,0.111,-9.32,1,0.263,96.99,4.0,0.424,1,R.I.P.,Jeezy,4,Happy
704,0.00723,0.743,259683,0.633,0.0,9,0.246,-8.224,1,0.235,85.041,4.0,0.398,1,Marc Jacobs,Riff Raff,4,Happy
710,0.0468,0.876,170480,0.716,0.000482,1,0.0667,-6.884,1,0.135,131.942,4.0,0.758,1,Wearing My Rolex - Radio Edit,Wiley,4,Happy
714,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4.0,0.614,1,Jack,Breach,4,Happy
715,0.0175,0.764,198907,0.547,0.000161,0,0.23,-8.6,1,0.0576,89.993,4.0,0.404,1,Tennis Court,Lorde,4,Happy
717,0.00349,0.772,227880,0.407,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,4.0,0.287,1,"Hold On, We're Going Home",Drake,4,Happy
721,0.344,0.69,237040,0.737,0.0,1,0.243,-4.123,1,0.0363,115.02,4.0,0.821,1,I Blame Myself,Sky Ferreira,4,Happy
722,0.278,0.716,205800,0.568,1.98e-06,2,0.385,-8.904,1,0.212,136.894,4.0,0.915,1,Sunday,Earl Sweatshirt,4,Happy
723,0.591,0.624,251627,0.724,7.79e-06,10,0.101,-7.113,1,0.101,78.008,4.0,0.62,1,Step,Vampire Weekend,4,Happy
732,0.0116,0.816,224853,0.543,0.0,0,0.13,-6.923,1,0.238,95.04,4.0,0.373,1,Dope,Tyga,4,Happy
735,0.00626,0.807,442213,0.634,0.0288,11,0.0442,-9.035,1,0.0727,94.242,4.0,0.674,1,Don't Let It Get to Your Head,Black Harmony,4,Happy
742,0.503,0.683,250653,0.478,5.26e-05,2,0.113,-12.501,1,0.0356,115.121,4.0,0.771,1,Sunshine Of Your Love,Cream,4,Happy
750,0.00778,0.677,256133,0.64,0.477,11,0.093,-6.408,0,0.0428,110.639,4.0,0.912,1,Good Mistake,Mr Little Jeans,4,Happy
758,0.14,0.85,220347,0.534,0.000893,1,0.313,-5.278,1,0.322,98.004,4.0,0.963,1,Latino & Proud,DJ Raff,4,Happy
759,0.0796,0.868,342773,0.627,0.0,1,0.0983,-4.843,0,0.116,131.097,4.0,0.314,1,Move That Dope,Future,4,Happy
766,0.421,0.876,240000,0.675,1.16e-06,3,0.0667,-3.28,0,0.146,135.959,4.0,0.618,1,Stoner,Young Thug,4,Happy
770,0.0235,0.761,387774,0.478,0.00972,4,0.0458,-7.437,0,0.0545,118.925,4.0,0.948,1,Synchronize,Discodeine,4,Happy
773,0.000725,0.801,315001,0.718,0.91,0,0.0747,-6.246,1,0.0746,123.999,4.0,0.817,1,Vowel Play - Original,Them Jeans,4,Happy
779,0.763,0.707,275227,0.709,0.0,11,0.274,-3.979,0,0.34,89.094,4.0,0.497,1,0 To 100 / The Catch Up,Drake,4,Happy
792,0.36,0.784,212154,0.649,0.000684,0,0.115,-6.905,1,0.292,140.203,4.0,0.503,1,Tuesday,ILoveMakonnen,4,Happy
796,0.0421,0.895,232533,0.517,9.72e-06,2,0.0511,-9.972,1,0.101,141.536,4.0,0.961,1,Natty Dread A Weh She Want,Horace Andy,4,Happy
800,0.602,0.746,190733,0.484,0.00824,1,0.0576,-9.614,1,0.0434,97.923,4.0,0.596,1,The Boss,James Brown,4,Happy
818,0.227,0.873,165544,0.504,0.0,0,0.121,-5.39,1,0.166,145.995,4.0,0.647,1,My Main,Mykfresh,4,Happy
822,0.666,0.827,202360,0.503,0.443,1,0.123,-11.007,1,0.0352,119.35,4.0,0.94,1,Black Boy,Pops Staples,4,Happy
823,0.11,0.589,382733,0.616,0.204,5,0.0721,-9.475,0,0.0312,96.616,4.0,0.869,1,Give Me The Sunshine,Leo's Sunshipp,4,Happy
829,0.13,0.61,178560,0.672,0.00283,7,0.109,-7.436,0,0.305,129.986,4.0,0.925,1,Topless,Orlando Julius,4,Happy
830,0.597,0.571,207360,0.836,0.0108,10,0.106,-6.906,0,0.215,93.641,4.0,0.54,1,Breakthrough,The Funkees,4,Happy
831,0.0672,0.802,451341,0.872,0.0197,5,0.0941,-6.346,0,0.0557,117.005,4.0,0.68,1,Stand Up - Tiger & Woods Remix,Pitchben,4,Happy
833,0.0319,0.846,328962,0.472,0.0398,0,0.1,-9.13,0,0.0662,124.984,4.0,0.671,1,Ain't got nobody,Sísý Ey,4,Happy
834,0.269,0.575,302987,0.641,0.0121,6,0.211,-8.105,0,0.0325,91.714,4.0,0.901,1,I Want'a Do Something Freaky To You,Leon Haywood,4,Happy
839,0.611,0.597,172667,0.71,0.0,5,0.104,-9.798,1,0.0378,150.13,4.0,0.767,1,Do You Love Me,The Contours,4,Happy
841,0.737,0.571,176800,0.839,0.0281,3,0.195,-5.799,0,0.0517,127.356,4.0,0.813,1,Louie Louie,The Sonics,4,Happy
844,0.436,0.684,250000,0.486,9.77e-05,2,0.12,-12.521,1,0.0385,115.076,4.0,0.821,1,Sunshine Of Your Love,Cream,4,Happy
847,0.0043,0.894,376000,0.676,0.348,8,0.425,-9.707,1,0.0979,121.0,4.0,0.715,1,Make It,Patrick Di Stefano,4,Happy
851,0.136,0.829,321067,0.65,2.15e-05,10,0.15,-9.691,1,0.06,108.398,4.0,0.744,1,I'll Be Good,Rene & Angela,4,Happy
855,0.813,0.745,132947,0.544,0.0,5,0.0975,-9.137,0,0.0654,125.345,4.0,0.776,1,Three Cool Cats,The Coasters,4,Happy
859,0.00325,0.686,280480,0.61,0.000123,5,0.0984,-7.952,0,0.0297,143.598,4.0,0.861,1,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo,4,Happy
860,0.517,0.691,445227,0.714,0.0164,1,0.178,-9.694,1,0.046,91.045,4.0,0.96,1,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,4,Happy
861,0.292,0.592,265827,0.688,0.268,6,0.0508,-14.107,1,0.115,102.099,4.0,0.927,1,Ole,The Funkees,4,Happy
863,0.0314,0.86,304138,0.857,0.38,6,0.0694,-4.23,1,0.0933,121.999,4.0,0.826,1,5thep,Todd Osborn,4,Happy
865,0.0491,0.703,194147,0.464,0.0,6,0.146,-5.977,0,0.118,95.012,4.0,0.689,1,Your Love,Mick Jenkins,4,Happy
872,0.809,0.833,186567,0.684,0.0,7,0.0952,-6.325,1,0.043,112.7,4.0,0.954,1,Oogum Boogum Song,Brenton Wood,4,Happy
876,0.156,0.819,214154,0.671,0.000136,5,0.2,-6.947,0,0.393,129.921,4.0,0.555,1,Agorinha,Sango,4,Happy
883,0.198,0.89,326318,0.52,0.273,2,0.0638,-6.927,0,0.187,114.959,4.0,0.717,1,Something About You - Extended Mix,Hayden James,4,Happy
885,0.101,0.867,302880,0.669,0.683,9,0.0583,-7.897,0,0.0573,121.99,4.0,0.696,1,The One,ZHU,4,Happy
887,0.000825,0.832,365747,0.496,0.825,11,0.114,-10.601,0,0.0597,117.741,4.0,0.854,1,Deeper Than Love,Colleen Green,4,Happy
888,0.478,0.839,181260,0.585,0.00281,2,0.0435,-7.738,1,0.153,89.821,4.0,0.894,1,Back Pocket,Vulfpeck,4,Happy
893,0.000624,0.906,311365,0.648,0.0857,11,0.272,-8.742,0,0.0734,123.98,4.0,0.646,1,Jack,Breach,4,Happy
894,0.000334,0.907,183581,0.616,0.425,6,0.11,-7.073,0,0.0577,124.036,4.0,0.614,1,Jack,Breach,4,Happy
901,0.0289,0.93,204992,0.483,0.00244,3,0.103,-9.925,1,0.0411,120.022,4.0,0.577,1,No Eyes (Radio Edit),Claptone,4,Happy
902,0.0124,0.585,264000,0.62,0.0164,6,0.135,-9.075,1,0.0538,80.021,4.0,0.715,1,Fanfare,Magic City Hippies,4,Happy
905,0.157,0.729,267000,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4.0,0.909,1,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,4,Happy
906,2.6e-05,0.76,272082,0.669,0.076,11,0.0666,-8.583,1,0.0521,122.007,4.0,0.683,1,Paris Groove (Original Mix),Boston Bun,4,Happy
907,0.000885,0.79,312000,0.427,0.446,11,0.0514,-11.361,0,0.0541,116.986,4.0,0.961,1,Nothing,HNNY,4,Happy
909,0.242,0.708,196000,0.441,0.000147,11,0.0899,-12.931,1,0.196,125.191,4.0,0.717,1,Tighten Up - Pt. 1,Archie Bell & The Drells,4,Happy
910,0.643,0.729,261853,0.666,0.135,5,0.0947,-10.721,1,0.0525,109.554,4.0,0.872,1,Ohye Atar Gyan,Ebo Taylor,4,Happy
912,0.847,0.661,128053,0.76,0.334,9,0.137,-9.509,1,0.0918,111.165,4.0,0.975,1,I'm Walkin' - 2002 Digital Remaster,Fats Domino,4,Happy
920,0.218,0.63,590707,0.862,0.0527,2,0.0618,-6.12,0,0.0501,103.118,4.0,0.698,1,Obi Agye Me Dofo,Vis à Vis,4,Happy
932,0.136,0.906,235040,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4.0,0.68,1,No Heart,21 Savage,4,Happy
934,0.155,0.822,156879,0.863,0.000632,7,0.0913,-8.035,1,0.196,100.959,4.0,0.608,1,We Out Here,Ezale,4,Happy
946,0.028,0.658,109031,0.568,0.00356,1,0.105,-7.579,1,0.0312,128.638,4.0,0.881,1,On the Lips,Frankie Cosmos,4,Happy
947,0.00159,0.865,250273,0.603,0.428,3,0.0782,-11.289,1,0.0532,135.006,4.0,0.595,1,Stripper,Fancy Fux,4,Happy
952,0.758,0.744,169333,0.555,0.0,3,0.108,-6.744,1,0.0321,121.241,4.0,0.775,1,Raindrops,The Silvertones,4,Happy
953,0.34,0.77,181867,0.409,0.0,4,0.0993,-13.387,1,0.436,80.126,4.0,0.869,1,Truths & Rights,Johnny Osbourne,4,Happy
954,0.269,0.663,361173,0.602,8.81e-05,9,0.118,-11.013,1,0.132,149.51,4.0,0.899,1,Smoke,Ohio Players,4,Happy
959,0.0173,0.916,183695,0.571,1.11e-06,10,0.153,-8.241,0,0.2,103.521,4.0,0.467,1,For Free,DJ Khaled,4,Happy
961,0.0853,0.864,126467,0.552,0.778,5,0.094,-8.851,0,0.0495,112.378,4.0,0.74,1,Hung Over,The Martini's,4,Happy
963,0.543,0.785,196570,0.796,0.291,5,0.108,-5.815,0,0.0379,136.05,4.0,0.806,1,Cane Shuga,Glass Animals,4,Happy
965,0.0378,0.81,369627,0.793,1.82e-06,6,0.072,-9.404,0,0.0403,116.049,4.0,0.86,1,Get Lucky,Daft Punk,4,Happy
969,0.147,0.85,261321,0.509,0.0,6,0.0759,-9.637,0,0.378,134.9,4.0,0.769,1,Type of Way,Rich Homie Quan,4,Happy
974,0.0475,0.606,228147,0.503,0.0,7,0.116,-6.678,0,0.155,80.04,4.0,0.325,1,GOT IT GOOD,KAYTRANADA,4,Happy
984,0.345,0.855,225181,0.605,0.0573,2,0.0757,-7.403,0,0.0637,114.999,4.0,0.676,1,Something About You,Hayden James,4,Happy
986,0.0739,0.833,301240,0.663,0.00351,2,0.0814,-3.639,1,0.105,103.693,4.0,0.457,1,Hood Pass Intact,Dâm-Funk,4,Happy
987,0.00535,0.654,247600,0.641,0.00321,8,0.209,-9.771,1,0.0482,114.696,4.0,0.778,1,Let's Dance (Single Version) [2002 Remastered Version],David Bowie,4,Happy
990,0.135,0.756,246893,0.415,0.0,8,0.144,-14.429,1,0.0555,96.99,4.0,0.662,1,No Sleep Till Brooklyn,Beastie Boys,4,Happy
991,0.0208,0.869,233787,0.687,1e-06,1,0.114,-6.816,1,0.263,96.006,4.0,0.668,1,F**kin' Problems,A$AP Rocky,4,Happy
992,0.144,0.709,310187,0.412,0.000101,8,0.0814,-11.602,1,0.488,174.062,4.0,0.505,1,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,4,Happy
997,0.374,0.772,167158,0.612,2.44e-06,7,0.108,-7.274,0,0.254,142.911,4.0,0.557,1,Lay Up,Future,4,Happy
1000,0.00531,0.859,219737,0.624,0.000124,1,0.184,-5.437,1,0.0915,149.948,4.0,0.628,1,No Security,Skepta,4,Happy
1005,0.285,0.88,151987,0.697,7.66e-05,4,0.0889,-8.468,0,0.328,129.989,4.0,0.761,1,Plottin,J HUS,4,Happy
1011,0.397,0.739,181714,0.665,0.0,1,0.0901,-6.075,0,0.441,139.87,4.0,0.357,1,T On the Wing,President T,4,Happy
1013,0.0641,0.667,201964,0.673,4e-06,0,0.0975,-7.574,1,0.323,144.256,4.0,0.661,1,Thiago Silva,Dave,4,Happy
1014,0.375,0.561,195419,0.588,0.0,8,0.084,-7.628,1,0.413,83.204,5.0,0.683,1,And Dat (Ft. Stormzy),Bonkaz,4,Happy
1016,0.0103,0.745,143214,0.822,4.2e-06,7,0.155,-6.354,1,0.252,86.733,5.0,0.374,1,Skepta Interlude,Drake,4,Happy
1018,0.35,0.794,187400,0.801,0.0,0,0.0799,-6.433,1,0.271,147.072,4.0,0.73,1,Luke Cage,AJ Tracey,4,Happy
1021,0.0677,0.587,180252,0.628,1.88e-06,1,0.122,-5.703,1,0.0431,92.003,4.0,0.65,0,Losing Sleep,Chris Young,4,Happy
1022,0.013,0.631,187813,0.716,0.0,10,0.0756,-5.713,1,0.0432,88.541,4.0,0.637,0,Sleep Without You,Brett Young,4,Happy
1023,0.231,0.589,194413,0.809,0.0,3,0.0719,-5.292,1,0.0376,88.965,4.0,0.464,0,Yeah Boy,Kelsea Ballerini,4,Happy
1028,0.27,0.663,211160,0.656,0.000279,1,0.117,-6.548,1,0.0413,120.037,4.0,0.555,0,Black,Dierks Bentley,4,Happy
1033,0.148,0.726,231173,0.595,0.000433,11,0.106,-6.846,1,0.0393,115.0,4.0,0.666,0,Roots,Zac Brown Band,4,Happy
1041,0.144,0.631,227573,0.658,0.0,5,0.22,-5.313,1,0.0281,80.996,4.0,0.692,0,All On Me,Devin Dawson,4,Happy
1043,0.214,0.638,196422,0.634,0.0,6,0.0866,-6.474,1,0.0468,92.097,4.0,0.445,0,I Could Use a Love Song,Maren Morris,4,Happy
1062,0.638,0.71,186627,0.498,0.0,4,0.0916,-5.478,1,0.0322,136.093,4.0,0.52,0,Just a Phase,Adam Craig,4,Happy
1063,0.463,0.731,165387,0.469,1.04e-06,5,0.103,-7.226,1,0.0326,98.963,4.0,0.618,0,Body Like A Back Road,Sam Hunt,4,Happy
1073,0.129,0.69,181200,0.626,0.0,7,0.169,-5.831,1,0.0275,101.958,4.0,0.652,0,Star Of The Show,Thomas Rhett,4,Happy
1078,0.229,0.694,228827,0.815,0.0,2,0.0924,-4.328,1,0.12,88.931,4.0,0.826,0,Despacito - Remix,Luis Fonsi,4,Happy
1081,0.0258,0.746,205741,0.794,0.0,1,0.0497,-6.331,1,0.0698,104.827,4.0,0.471,0,Me Rehúso,Danny Ocean,4,Happy
1085,0.168,0.859,195613,0.756,4.65e-05,8,0.163,-3.36,0,0.0643,102.033,4.0,0.913,0,Chantaje,Shakira,4,Happy
1087,0.154,0.889,201280,0.853,0.000107,9,0.205,-4.26,1,0.241,93.022,4.0,0.916,0,Sigo Extrañándote,J Balvin,4,Happy
1092,0.4,0.761,222560,0.838,0.0,4,0.176,-3.073,0,0.0502,93.974,4.0,0.717,0,Reggaetón Lento (Bailemos),CNCO,4,Happy
1094,0.547,0.76,210323,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,4.0,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21,4,Happy
1095,0.211,0.711,225813,0.875,0.000198,5,0.0862,-2.211,1,0.104,103.637,4.0,0.929,0,Me Enamoré,Shakira,4,Happy
1096,0.205,0.735,193118,0.482,0.000194,7,0.0894,-9.21,1,0.0508,175.907,4.0,0.783,0,Tu Foto,Ozuna,4,Happy
1101,0.125,0.761,211627,0.82,2.1e-05,1,0.183,-4.003,1,0.0623,88.997,4.0,0.619,0,Te Quiero Pa´Mi,Don Omar,4,Happy
1102,0.167,0.761,252003,0.829,0.0,0,0.189,-3.203,0,0.0681,92.033,4.0,0.82,0,Ay Mi Dios,IAmChino,4,Happy
1103,0.142,0.776,228467,0.669,0.0,11,0.219,-4.933,1,0.0638,91.012,4.0,0.646,0,Traicionera,Sebastian Yatra,4,Happy
1107,0.163,0.817,207200,0.869,0.00226,6,0.0497,-4.791,1,0.18,96.029,4.0,0.56,0,Bailame,Nacho,4,Happy
1110,0.245,0.682,228147,0.858,0.0,9,0.104,-4.711,1,0.0708,94.954,4.0,0.772,0,Sé Que Te Duele,Alejandro Fernandez,4,Happy
1114,0.0724,0.827,197840,0.646,0.0,1,0.247,-4.727,0,0.0766,92.057,4.0,0.51,0,Chillax,Farruko,4,Happy
1115,0.282,0.832,198707,0.608,0.0,6,0.0761,-6.042,0,0.0385,94.013,4.0,0.579,0,Hasta el Amanecer,Nicky Jam,4,Happy
1116,0.163,0.688,240000,0.719,0.0,2,0.15,-4.746,1,0.0555,88.015,4.0,0.589,0,Bailame Despacio,Xantos,4,Happy
1117,0.076,0.899,234320,0.626,0.0,6,0.0631,-4.228,0,0.292,88.007,4.0,0.871,0,Shaky Shaky,Daddy Yankee,4,Happy
1122,0.234,0.768,219227,0.742,0.0,9,0.14,-6.308,1,0.0443,114.679,5.0,0.8,0,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,4,Happy
1123,0.0821,0.725,246653,0.711,0.0,10,0.0931,-4.544,1,0.0335,93.003,4.0,0.476,0,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,4,Happy
1126,0.0525,0.779,166600,0.659,0.0,0,0.128,-5.455,1,0.0808,95.003,4.0,0.924,0,Fuego,Juanes,4,Happy
1136,0.177,0.95,214648,0.412,0.0,1,0.077,-6.592,1,0.0731,121.019,4.0,0.741,0,Bad Liar,Selena Gomez,4,Happy
1137,0.222,0.63,228827,0.815,0.0,2,0.091,-4.265,1,0.152,88.357,4.0,0.814,0,Despacito - Remix,Luis Fonsi,4,Happy
1139,0.0969,0.774,211475,0.626,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4.0,0.758,0,Attention,Charlie Puth,4,Happy
1140,0.381,0.857,199440,0.8,0.0,2,0.0913,-4.035,1,0.0583,121.996,4.0,0.965,0,There's Nothing Holdin' Me Back,Shawn Mendes,4,Happy
1142,0.0745,0.696,211364,0.503,0.0,8,0.0869,-4.842,1,0.0356,99.977,4.0,0.539,0,The Cure,Lady Gaga,4,Happy
1143,0.197,0.633,193511,0.592,0.0,0,0.099,-7.245,0,0.112,90.066,4.0,0.643,0,First Time,Kygo,4,Happy
1145,0.0485,0.76,204400,0.588,0.0,9,0.0847,-7.082,1,0.0775,102.974,4.0,0.384,0,Most Girls,Hailee Steinfeld,4,Happy
1151,0.0575,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4.0,0.609,0,No Promises (feat. Demi Lovato),Cheat Codes,4,Happy
1152,0.0133,0.726,188174,0.429,0.0,0,0.0574,-6.623,1,0.0519,85.899,4.0,0.874,0,Slow Hands,Niall Horan,4,Happy
1156,0.45,0.754,272667,0.762,6.67e-05,6,0.224,-4.486,0,0.0849,92.002,4.0,0.673,0,Rollin,Calvin Harris,4,Happy
1157,0.00728,0.741,221983,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4.0,0.441,0,Obsession (feat. Jon Bellion),Vice,4,Happy
1158,0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4.0,0.676,0,Whippin (feat. Felix Snow),Kiiara,4,Happy
1161,0.0293,0.726,233833,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4.0,0.75,0,Unforgettable,French Montana,4,Happy
1162,0.000339,0.905,177604,0.596,2.05e-05,1,0.0897,-7.496,0,0.118,149.996,4.0,0.419,0,HUMBLE.,Kendrick Lamar,4,Happy
1168,0.0905,0.648,220781,0.532,0.0,0,0.0831,-6.597,1,0.0746,99.983,4.0,0.497,0,It Ain’t Me (with Selena Gomez),Kygo,4,Happy
1172,0.0235,0.667,172893,0.648,1.52e-05,3,0.0427,-6.398,0,0.0626,95.031,4.0,0.585,0,TG4M,Zara Larsson,4,Happy
1173,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4.0,0.286,0,Mask Off,Future,4,Happy
1174,0.122,0.803,227292,0.793,5.81e-05,6,0.154,-5.769,1,0.0635,106.035,4.0,0.54,0,Bon Appétit,Katy Perry,4,Happy
1177,0.416,0.704,176347,0.423,0.0,8,0.0607,-6.792,1,0.0862,113.962,4.0,0.45,0,Issues,Julia Michaels,4,Happy
1178,0.013,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4.0,0.853,0,That's What I Like,Bruno Mars,4,Happy
1180,0.131,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4.0,0.513,0,Still Got Time,ZAYN,4,Happy
1181,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4.0,0.322,0,Location,Khalid,4,Happy
1184,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4.0,0.933,0,Shape of You,Ed Sheeran,4,Happy
1187,0.0656,0.828,299333,0.433,0.000876,0,0.122,-9.716,1,0.199,148.073,4.0,0.446,0,Lollipop,Lil Wayne,4,Happy
1191,0.00622,0.75,203867,0.78,0.0,4,0.0263,-3.155,1,0.0898,119.985,4.0,0.819,0,Dynamite,Taio Cruz,4,Happy
1194,0.555,0.635,217419,0.691,0.0,0,0.097,-4.862,1,0.258,82.142,4.0,0.63,0,Trumpets,Jason Derulo,4,Happy
1199,0.0384,0.72,175427,0.791,0.0,1,0.157,-4.689,1,0.124,102.071,4.0,0.767,0,Classic,MKTO,4,Happy
1203,0.0525,0.715,207333,0.655,0.0,0,0.115,-6.425,1,0.137,95.078,4.0,0.557,0,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,4,Happy
1206,0.0715,0.859,188453,0.697,0.0,1,0.0761,-3.79,0,0.0569,117.008,4.0,0.875,0,Love You Like A Love Song,Selena Gomez & The Scene,4,Happy
1208,0.0762,0.809,195853,0.628,0.000371,11,0.113,-5.021,0,0.0561,130.008,4.0,0.797,0,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,4,Happy
1209,0.000979,0.842,189907,0.531,1.34e-05,0,0.0667,-8.729,1,0.0377,105.013,4.0,0.758,0,Somebody,Natalie La Rose,4,Happy
1210,0.0183,0.745,189959,0.714,0.0,1,0.0636,-5.501,0,0.0302,120.025,4.0,0.847,0,Maps,Maroon 5,4,Happy
1211,0.162,0.725,247520,0.68,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4.0,0.753,0,Am I Wrong,Nico & Vinz,4,Happy
1215,0.0378,0.81,369627,0.793,1.82e-06,6,0.072,-9.404,0,0.0403,116.049,4.0,0.86,0,Get Lucky,Daft Punk,4,Happy
1219,0.0196,0.592,206880,0.752,0.0,1,0.0477,-6.589,1,0.114,74.784,4.0,0.73,0,Stitches,Shawn Mendes,4,Happy
1220,0.403,0.753,203467,0.801,0.0,4,0.128,-3.215,1,0.0296,128.011,4.0,0.787,0,I Will Never Let You Down,Rita Ora,4,Happy
1225,0.00373,0.862,263827,0.608,6.14e-06,7,0.0856,-4.762,1,0.0402,120.002,4.0,0.825,0,Blurred Lines,Robin Thicke,4,Happy
1229,0.455,0.627,262853,0.56,0.0,5,0.126,-5.378,1,0.0667,97.967,4.0,0.488,0,Can’t Live Without,Hollyn,4,Happy
1243,0.117,0.673,176453,0.813,0.0,0,0.148,-5.895,1,0.0363,103.999,4.0,0.638,0,Old Church Choir,Zach Williams,4,Happy
1265,0.193,0.732,207052,0.606,1.25e-06,10,0.165,-5.21,1,0.0313,115.985,4.0,0.637,0,Run the Race,Holly Starr,4,Happy
1276,0.00687,0.688,183413,0.843,0.0,5,0.0464,-4.12,1,0.0452,105.02,4.0,0.841,0,Fearless,Jasmine Murray,4,Happy
1358,0.328,0.68,231679,0.593,0.0,1,0.105,-6.496,1,0.176,94.007,4.0,0.396,0,Nosedive,Dynamic Duo,4,Happy
1367,0.364,0.819,186817,0.677,0.0313,5,0.0915,-5.703,0,0.0423,94.975,4.0,0.93,0,MWAH,Humming Urban Stereo,4,Happy
1374,0.164,0.844,226600,0.32,0.0,6,0.107,-9.532,0,0.0475,125.927,4.0,0.575,0,Talk,10cm,4,Happy
